age,job,marital,education,balance,housing,duration,campaign,approval
43.0,admin.,divorced,secondary,738,yes,585.0,4,no
47.0,blue-collar,married,primary,233,no,293.0,3,no
45.0,services,married,secondary,-839,yes,68.0,1,no
57.0,retired,married,primary,5799,no,97.0,1,no
27.0,admin.,married,secondary,1033,yes,1713.0,1,no
49.0,unemployed,divorced,secondary,66,no,218.0,3,no
43.0,services,married,primary,2567,yes,109.0,1,no
40.0,management,married,tertiary,1584,yes,661.0,1,no
32.0,services,single,secondary,182,yes,145.0,1,no
58.0,management,married,primary,76,yes,54.0,4,no
34.0,admin.,single,secondary,663,yes,111.0,1,no
46.0,technician,divorced,secondary,3455,yes,566.0,2,no
29.0,blue-collar,married,secondary,15,no,136.0,1,no
52.0,blue-collar,married,primary,1054,no,273.0,1,no
45.0,management,married,tertiary,1529,no,160.0,1,no
26.0,management,single,secondary,63,no,76.0,4,no
40.0,technician,married,tertiary,0,no,44.0,1,no
41.0,admin.,married,secondary,920,yes,239.0,1,no
47.0,admin.,single,secondary,3696,no,250.0,2,yes
27.0,technician,single,unknown,59,no,792.0,4,no
27.0,services,married,secondary,0,yes,198.0,13,no
48.0,blue-collar,married,secondary,157,yes,73.0,1,no
49.0,admin.,married,secondary,2465,no,157.0,3,no
35.0,blue-collar,married,primary,0,yes,90.0,6,no
47.0,self-employed,married,secondary,2,no,236.0,2,no
54.0,management,married,tertiary,0,no,118.0,5,no
39.0,management,single,tertiary,12437,no,40.0,1,no
28.0,student,single,secondary,378,yes,346.0,1,no
54.0,blue-collar,married,primary,211,no,200.0,2,no
34.0,technician,married,secondary,-228,yes,187.0,3,no
63.0,retired,married,secondary,2747,no,113.0,1,no
42.0,self-employed,married,tertiary,1932,yes,192.0,32,no
43.0,technician,single,secondary,11269,no,92.0,1,no
37.0,admin.,married,secondary,1314,yes,682.0,2,no
55.0,blue-collar,married,primary,2275,no,139.0,9,no
43.0,management,single,tertiary,1304,no,501.0,2,yes
41.0,blue-collar,married,secondary,720,no,651.0,1,yes
47.0,technician,divorced,secondary,2914,yes,405.0,13,no
34.0,technician,married,secondary,1464,yes,350.0,1,no
28.0,student,single,secondary,11555,no,125.0,2,no
36.0,services,married,secondary,-302,yes,36.0,2,no
50.0,technician,married,secondary,2497,yes,35.0,1,no
35.0,blue-collar,married,secondary,-339,yes,389.0,2,no
40.0,technician,married,secondary,56,yes,194.0,1,no
26.0,self-employed,single,tertiary,211,no,168.0,3,no
36.0,management,divorced,tertiary,3611,yes,347.0,3,no
59.0,unemployed,married,primary,0,no,3025.0,2,no
28.0,student,single,secondary,459,no,83.0,13,no
46.0,entrepreneur,married,unknown,242,yes,332.0,2,no
50.0,self-employed,married,secondary,1138,no,219.0,10,no
53.0,management,married,tertiary,1319,yes,427.0,1,no
81.0,retired,married,secondary,1,no,65.0,5,no
35.0,services,divorced,secondary,67,yes,192.0,2,no
58.0,retired,married,unknown,937,no,155.0,1,no
44.0,services,married,secondary,0,yes,161.0,1,no
38.0,management,married,tertiary,-558,yes,533.0,1,no
49.0,blue-collar,married,secondary,171,no,19.0,3,no
33.0,technician,single,tertiary,696,no,193.0,1,no
29.0,management,married,tertiary,361,yes,819.0,3,no
28.0,technician,single,secondary,227,no,278.0,1,yes
31.0,admin.,married,secondary,236,yes,211.0,3,no
33.0,management,single,tertiary,-53,no,617.0,2,no
52.0,technician,married,secondary,192,yes,61.0,2,no
43.0,management,divorced,tertiary,38,yes,197.0,6,no
32.0,self-employed,single,secondary,518,yes,34.0,7,no
36.0,self-employed,married,tertiary,16,yes,95.0,4,no
41.0,blue-collar,married,secondary,-256,yes,147.0,2,no
43.0,blue-collar,married,secondary,105,no,668.0,2,no
45.0,self-employed,married,tertiary,334,no,87.0,2,no
39.0,technician,married,secondary,1048,no,405.0,1,no
41.0,services,married,secondary,108,yes,83.0,7,no
31.0,technician,married,secondary,660,no,115.0,1,no
37.0,unemployed,single,tertiary,0,yes,108.0,1,no
28.0,entrepreneur,married,unknown,1034,no,113.0,1,no
47.0,housemaid,married,primary,201,yes,58.0,2,no
37.0,housemaid,married,primary,189,no,148.0,4,no
60.0,retired,divorced,unknown,-49,yes,188.0,1,no
43.0,technician,divorced,secondary,1413,yes,75.0,3,no
58.0,retired,divorced,tertiary,264,yes,523.0,3,no
52.0,entrepreneur,married,tertiary,54,yes,103.0,1,no
50.0,blue-collar,married,primary,12519,yes,146.0,2,no
32.0,services,single,secondary,2881,no,356.0,1,yes
42.0,blue-collar,married,primary,0,yes,71.0,1,no
31.0,admin.,married,secondary,88,yes,189.0,2,no
28.0,blue-collar,married,secondary,1020,yes,251.0,1,no
36.0,technician,divorced,tertiary,119,no,127.0,8,no
51.0,unemployed,single,tertiary,1594,no,197.0,1,no
46.0,technician,married,tertiary,342,yes,84.0,1,no
50.0,services,single,secondary,72,no,141.0,2,no
32.0,blue-collar,married,secondary,14,yes,171.0,1,no
26.0,entrepreneur,single,tertiary,81,no,262.0,3,no
41.0,self-employed,married,tertiary,231,no,352.0,2,yes
39.0,technician,married,tertiary,1161,yes,236.0,1,no
31.0,blue-collar,married,secondary,-45,yes,184.0,1,no
28.0,management,single,tertiary,231,yes,568.0,2,no
31.0,management,single,secondary,36,no,105.0,2,no
30.0,technician,married,tertiary,1570,yes,260.0,1,no
35.0,technician,married,tertiary,7050,no,222.0,3,yes
33.0,blue-collar,married,primary,3704,yes,447.0,2,no
30.0,technician,single,tertiary,6619,yes,239.0,8,no
32.0,blue-collar,single,secondary,-84,yes,426.0,1,no
40.0,management,single,tertiary,1509,no,333.0,1,no
31.0,self-employed,married,tertiary,1134,no,174.0,2,no
36.0,technician,married,secondary,146,yes,284.0,2,no
33.0,management,single,tertiary,9449,yes,428.0,1,no
57.0,retired,married,secondary,374,yes,236.0,1,no
45.0,technician,married,secondary,88,no,150.0,2,no
59.0,management,married,tertiary,2764,no,237.0,1,no
30.0,management,single,tertiary,2,yes,1031.0,8,yes
33.0,technician,married,tertiary,8023,no,107.0,1,no
52.0,blue-collar,married,secondary,289,yes,45.0,13,no
83.0,retired,married,secondary,0,no,140.0,10,no
58.0,self-employed,divorced,tertiary,1382,no,700.0,1,yes
33.0,management,divorced,tertiary,280,no,155.0,1,no
41.0,blue-collar,divorced,primary,2195,yes,211.0,5,no
31.0,self-employed,married,secondary,33,no,165.0,4,no
35.0,blue-collar,divorced,secondary,275,no,144.0,5,no
27.0,management,single,tertiary,703,yes,590.0,3,yes
57.0,admin.,divorced,unknown,887,no,43.0,8,no
56.0,unknown,married,unknown,0,no,471.0,2,no
53.0,admin.,single,secondary,1178,yes,295.0,2,no
39.0,management,married,tertiary,2763,yes,526.0,2,yes
32.0,entrepreneur,single,tertiary,890,yes,27.0,10,no
46.0,self-employed,married,secondary,548,no,1181.0,4,yes
56.0,technician,married,tertiary,272,no,103.0,2,no
46.0,management,divorced,tertiary,6269,yes,249.0,3,no
29.0,entrepreneur,married,secondary,178,yes,231.0,4,no
60.0,management,married,primary,252,yes,123.0,2,no
33.0,housemaid,single,tertiary,23663,yes,199.0,2,no
27.0,entrepreneur,single,tertiary,81,no,197.0,1,no
50.0,self-employed,divorced,tertiary,59,yes,67.0,2,no
45.0,services,married,secondary,1343,no,220.0,1,no
58.0,retired,married,secondary,225,no,122.0,6,no
59.0,retired,married,primary,0,yes,104.0,7,no
58.0,retired,divorced,primary,2538,yes,307.0,6,no
64.0,retired,married,primary,43,no,117.0,1,no
47.0,technician,married,secondary,57,no,253.0,1,no
40.0,management,married,tertiary,-117,yes,770.0,2,no
36.0,technician,divorced,secondary,666,yes,190.0,1,no
28.0,management,single,tertiary,0,yes,767.0,5,yes
38.0,technician,single,tertiary,25,yes,232.0,2,yes
53.0,entrepreneur,married,primary,1034,yes,854.0,2,no
46.0,blue-collar,single,secondary,324,yes,293.0,6,no
54.0,technician,married,secondary,0,no,986.0,1,no
32.0,management,married,tertiary,0,no,66.0,1,no
55.0,management,married,primary,621,no,114.0,1,no
55.0,retired,divorced,secondary,138,no,205.0,1,no
56.0,technician,married,secondary,4063,no,31.0,4,no
40.0,blue-collar,married,secondary,11084,no,113.0,1,no
44.0,technician,married,secondary,310,yes,200.0,1,no
32.0,entrepreneur,married,unknown,73,yes,158.0,1,no
33.0,management,married,tertiary,1808,yes,99.0,4,no
41.0,unemployed,divorced,secondary,1281,no,45.0,3,no
37.0,technician,married,secondary,64,yes,239.0,4,no
58.0,management,single,tertiary,2,yes,168.0,3,no
52.0,blue-collar,married,secondary,60,no,196.0,2,no
49.0,services,single,secondary,133,no,319.0,6,no
44.0,housemaid,married,primary,3706,no,209.0,3,no
28.0,admin.,single,unknown,174,no,184.0,1,no
31.0,technician,married,secondary,251,no,156.0,2,no
37.0,self-employed,married,secondary,4153,yes,35.0,16,no
30.0,technician,single,tertiary,985,yes,88.0,2,no
28.0,services,single,secondary,168,no,347.0,3,yes
46.0,services,married,secondary,1550,yes,126.0,2,no
47.0,management,married,tertiary,7708,yes,157.0,5,no
35.0,blue-collar,married,primary,-12,yes,212.0,5,no
80.0,management,married,primary,6483,no,123.0,1,no
30.0,technician,single,tertiary,60,yes,306.0,5,no
55.0,technician,single,secondary,3339,yes,63.0,1,no
22.0,student,single,tertiary,1161,no,119.0,1,no
33.0,blue-collar,single,primary,599,yes,29.0,1,no
53.0,entrepreneur,married,unknown,28,no,117.0,2,no
49.0,management,married,tertiary,1430,no,231.0,2,no
51.0,retired,married,secondary,35,no,123.0,4,no
41.0,self-employed,married,tertiary,6000,yes,265.0,1,no
34.0,technician,married,secondary,0,yes,144.0,1,no
36.0,blue-collar,single,secondary,340,no,559.0,3,no
35.0,entrepreneur,married,tertiary,0,no,74.0,1,no
29.0,services,married,secondary,3,yes,183.0,1,no
40.0,technician,single,tertiary,445,yes,631.0,1,no
32.0,management,divorced,tertiary,874,no,1282.0,6,yes
48.0,blue-collar,married,secondary,705,no,108.0,2,no
59.0,retired,married,unknown,1033,no,1199.0,1,yes
35.0,self-employed,divorced,tertiary,1354,yes,736.0,2,yes
33.0,technician,single,tertiary,123,no,264.0,1,no
55.0,retired,married,primary,8894,no,262.0,1,no
41.0,blue-collar,married,secondary,429,yes,244.0,1,no
42.0,housemaid,married,primary,14752,no,107.0,2,no
46.0,blue-collar,married,primary,67,no,9.0,1,no
35.0,housemaid,divorced,secondary,39,no,149.0,2,no
28.0,technician,single,tertiary,102,no,321.0,2,no
25.0,student,single,secondary,1790,no,224.0,1,no
56.0,management,single,tertiary,15311,no,157.0,6,no
30.0,admin.,single,secondary,-635,no,250.0,1,no
45.0,blue-collar,married,secondary,115,no,209.0,4,no
40.0,management,married,tertiary,10786,no,111.0,3,no
40.0,blue-collar,married,secondary,498,yes,55.0,2,no
39.0,blue-collar,married,secondary,1045,yes,290.0,13,no
48.0,entrepreneur,married,tertiary,810,no,383.0,1,no
31.0,technician,single,tertiary,-162,yes,380.0,1,no
32.0,management,married,tertiary,55,no,124.0,3,no
34.0,services,married,secondary,586,yes,224.0,2,no
26.0,technician,single,secondary,455,no,240.0,1,no
31.0,management,married,tertiary,1010,yes,385.0,3,no
37.0,management,single,tertiary,509,yes,133.0,1,no
29.0,student,single,unknown,2929,no,91.0,1,no
57.0,technician,married,secondary,3071,yes,63.0,3,no
47.0,management,single,tertiary,153,yes,192.0,2,no
38.0,self-employed,single,secondary,1146,yes,91.0,2,no
48.0,blue-collar,married,primary,1092,no,79.0,1,no
50.0,management,married,tertiary,3463,no,96.0,1,yes
33.0,admin.,married,secondary,1158,yes,25.0,2,no
28.0,admin.,single,secondary,26,yes,227.0,2,no
30.0,services,single,secondary,566,no,110.0,1,no
52.0,technician,divorced,secondary,204,no,134.0,2,no
36.0,technician,married,secondary,480,no,213.0,1,yes
36.0,technician,single,secondary,1855,yes,75.0,1,no
46.0,services,married,secondary,1034,no,109.0,2,no
57.0,management,married,tertiary,3250,no,162.0,3,no
28.0,management,single,secondary,1633,no,275.0,1,yes
46.0,services,married,secondary,0,yes,154.0,1,no
55.0,retired,married,primary,3334,no,632.0,4,yes
33.0,management,married,tertiary,4020,yes,251.0,1,no
53.0,management,married,secondary,66,no,141.0,1,no
41.0,technician,single,secondary,-41,yes,154.0,1,no
60.0,blue-collar,married,secondary,322,yes,63.0,1,no
35.0,entrepreneur,married,primary,2643,no,259.0,1,no
43.0,blue-collar,divorced,primary,49,yes,100.0,1,no
57.0,admin.,divorced,primary,1,no,17.0,10,no
46.0,admin.,married,secondary,3098,yes,192.0,9,no
31.0,blue-collar,married,primary,352,yes,97.0,9,no
53.0,technician,married,secondary,65,no,41.0,2,no
35.0,blue-collar,married,secondary,1949,yes,200.0,3,no
32.0,admin.,single,secondary,739,yes,91.0,3,no
48.0,management,married,tertiary,1167,yes,264.0,1,yes
50.0,admin.,married,secondary,231,yes,397.0,2,no
40.0,blue-collar,married,primary,1136,yes,86.0,1,no
42.0,entrepreneur,married,tertiary,233,no,446.0,1,no
59.0,admin.,married,secondary,817,no,304.0,1,no
27.0,blue-collar,single,primary,1128,yes,88.0,4,no
32.0,management,single,tertiary,1831,yes,86.0,2,no
35.0,technician,single,secondary,450,yes,63.0,1,no
28.0,services,married,secondary,0,yes,335.0,2,no
37.0,management,divorced,secondary,414,no,293.0,2,no
57.0,management,married,primary,1052,yes,227.0,4,no
42.0,admin.,single,secondary,1022,yes,146.0,2,no
55.0,admin.,married,primary,343,yes,276.0,3,no
52.0,management,married,tertiary,1944,yes,238.0,3,no
26.0,blue-collar,single,secondary,-32,yes,14.0,6,no
52.0,technician,married,secondary,1781,yes,144.0,2,no
26.0,management,single,tertiary,350,no,367.0,1,no
33.0,unemployed,married,secondary,2,yes,132.0,1,no
24.0,blue-collar,single,primary,111,yes,42.0,4,no
37.0,management,divorced,tertiary,168,yes,227.0,1,no
28.0,technician,single,secondary,3,no,40.0,8,no
30.0,technician,single,secondary,102,yes,614.0,2,no
33.0,blue-collar,married,primary,0,yes,270.0,1,no
55.0,unknown,married,primary,159,no,15.0,1,no
33.0,blue-collar,married,secondary,1134,yes,304.0,2,no
42.0,blue-collar,married,secondary,352,yes,79.0,3,no
37.0,management,married,tertiary,865,yes,101.0,1,no
59.0,blue-collar,married,primary,179,yes,55.0,3,no
27.0,blue-collar,single,secondary,5,yes,205.0,3,no
23.0,student,married,tertiary,-230,yes,259.0,2,no
51.0,management,divorced,tertiary,0,no,60.0,2,no
50.0,blue-collar,married,primary,3924,yes,122.0,2,no
43.0,technician,married,secondary,764,yes,557.0,5,no
37.0,blue-collar,divorced,primary,511,yes,42.0,1,no
34.0,management,single,tertiary,4348,yes,373.0,8,no
41.0,management,married,tertiary,3016,yes,80.0,3,no
26.0,student,single,secondary,279,no,239.0,3,no
49.0,management,divorced,tertiary,1405,no,29.0,1,no
29.0,blue-collar,single,secondary,908,yes,1663.0,1,yes
30.0,management,single,tertiary,162,yes,186.0,4,no
38.0,services,divorced,secondary,792,no,430.0,1,no
58.0,management,married,secondary,111,no,58.0,2,no
34.0,student,single,unknown,1281,no,279.0,1,no
53.0,services,divorced,unknown,1012,yes,332.0,2,no
50.0,management,married,tertiary,2881,no,510.0,2,no
30.0,blue-collar,single,secondary,445,yes,218.0,1,no
40.0,management,married,secondary,643,yes,74.0,2,no
57.0,housemaid,single,secondary,254,no,676.0,1,no
40.0,management,married,tertiary,-1212,yes,1259.0,2,no
41.0,technician,married,secondary,2125,yes,285.0,3,no
53.0,technician,divorced,unknown,629,yes,298.0,1,no
48.0,blue-collar,married,secondary,-202,yes,225.0,4,no
32.0,technician,single,secondary,271,yes,80.0,2,no
34.0,management,married,tertiary,703,yes,342.0,1,yes
46.0,blue-collar,married,secondary,-216,yes,404.0,3,no
45.0,services,divorced,secondary,88,no,332.0,1,no
51.0,admin.,single,tertiary,16,yes,158.0,1,no
31.0,management,married,secondary,466,yes,164.0,1,no
47.0,technician,married,secondary,-75,yes,57.0,1,no
32.0,blue-collar,married,secondary,456,no,121.0,1,no
41.0,technician,married,secondary,77,yes,56.0,1,no
37.0,services,single,secondary,-244,no,178.0,1,no
27.0,blue-collar,single,primary,1209,no,283.0,1,no
27.0,services,married,secondary,58,yes,113.0,1,no
50.0,management,married,secondary,421,no,22.0,5,no
31.0,management,single,tertiary,112,yes,159.0,2,no
40.0,self-employed,married,tertiary,13669,no,138.0,1,no
43.0,management,married,tertiary,1429,yes,1015.0,1,yes
39.0,technician,married,tertiary,794,no,182.0,1,no
31.0,entrepreneur,single,tertiary,1957,no,112.0,3,no
48.0,technician,married,secondary,454,yes,114.0,1,no
32.0,blue-collar,single,primary,882,no,80.0,8,no
47.0,unemployed,married,primary,168,yes,66.0,1,no
35.0,management,single,tertiary,714,yes,135.0,22,no
42.0,management,single,tertiary,0,no,99.0,1,no
47.0,blue-collar,married,secondary,1996,no,761.0,2,yes
59.0,retired,married,secondary,163,no,464.0,1,no
38.0,admin.,married,secondary,3190,yes,20.0,2,no
50.0,unemployed,married,secondary,1772,no,206.0,4,no
27.0,services,single,secondary,-151,no,283.0,2,no
55.0,housemaid,married,primary,16,no,64.0,1,no
39.0,services,single,secondary,7066,yes,667.0,3,yes
31.0,technician,single,tertiary,454,no,73.0,3,no
37.0,entrepreneur,married,tertiary,4798,yes,156.0,2,no
28.0,technician,single,secondary,-298,yes,559.0,7,no
42.0,technician,married,secondary,439,no,143.0,2,no
40.0,services,divorced,secondary,1927,yes,62.0,1,no
59.0,management,single,secondary,671,yes,219.0,2,no
40.0,services,single,secondary,65,yes,15.0,3,no
43.0,technician,married,secondary,-932,yes,567.0,1,no
38.0,technician,single,secondary,4366,yes,188.0,2,no
54.0,retired,married,primary,0,yes,159.0,2,no
41.0,blue-collar,married,secondary,4900,yes,121.0,2,no
55.0,housemaid,divorced,primary,976,no,345.0,1,yes
33.0,management,married,tertiary,148,no,717.0,1,no
46.0,blue-collar,married,secondary,5,no,71.0,3,no
36.0,management,married,secondary,-148,no,1440000.0,2,no
48.0,technician,divorced,tertiary,113,no,38.0,1,no
42.0,management,married,secondary,-105,yes,60.0,2,no
46.0,management,divorced,tertiary,624,no,336.0,2,yes
49.0,technician,married,secondary,-1680,yes,92.0,4,no
36.0,blue-collar,married,secondary,-461,no,254.0,2,no
34.0,technician,single,tertiary,144,yes,104.0,1,no
51.0,entrepreneur,divorced,tertiary,4,yes,74.0,5,no
58.0,blue-collar,married,primary,309,no,156.0,2,no
48.0,management,married,tertiary,866,no,146.0,2,no
41.0,admin.,single,secondary,1020,yes,882.0,1,yes
49.0,self-employed,married,primary,489,yes,84.0,4,no
43.0,management,married,primary,8167,yes,114.0,2,no
32.0,blue-collar,single,secondary,-255,no,957.0,3,no
54.0,retired,married,secondary,3671,no,67.0,3,no
33.0,blue-collar,divorced,primary,636,yes,211.0,11,no
35.0,technician,married,secondary,141,yes,299.0,2,no
56.0,technician,married,secondary,150,yes,102.0,6,no
57.0,technician,married,secondary,839,no,225.0,1,no
31.0,housemaid,single,primary,26965,no,654.0,2,yes
33.0,technician,single,secondary,716,yes,234.0,2,no
29.0,technician,single,tertiary,2485,no,48.0,6,no
38.0,management,single,tertiary,15030,yes,167.0,1,no
37.0,admin.,married,secondary,11303,no,500.0,2,no
33.0,entrepreneur,married,tertiary,595,no,22.0,2,no
30.0,management,single,tertiary,19358,no,258.0,2,no
31.0,self-employed,single,secondary,203,no,177.0,1,no
28.0,technician,single,tertiary,183,yes,62.0,2,no
26.0,admin.,single,secondary,255,no,457008.0,1,yes
31.0,technician,single,secondary,102,yes,460.0,2,no
50.0,housemaid,divorced,primary,94,yes,184.0,4,no
45.0,entrepreneur,married,primary,58,yes,119.0,3,no
48.0,management,married,primary,606,no,77.0,6,no
41.0,technician,married,secondary,0,no,107.0,1,no
